x__0,x__1,x__2,x__3,x__4,x__5,x__6,x__7,x__8,x__9,x__10,x__11,x__12,x__13,x__14,x__15,x__16,x__17,x__18,x__19,y
477,69,22,64,9,674,37,5,6,135,435,515,42,628,379,68,615,62,65,674,285
622,55,17,37,40,61,32,35,586,10,257,64,42,36,23,9,686,172,146,42,549
42,165,42,45,37,33,36,23,675,297,630,40,8,5,35,8,61,27,678,676,671
23,9,686,172,146,42,549,480,39,628,379,40,61,32,35,194,478,473,10,132,10
399,21,5,195,632,40,232,63,527,69,36,674,638,32,35,11,29,9,62,36,23
675,37,17,66,36,2,9,67,5,5,3,37,43,38,69,39,167,174,36,21,60
57,674,153,636,68,163,65,44,355,13,43,4,63,53,25,69,675,619,40,570,7
35,57,666,5,36,23,21,674,185,490,373,209,57,372,226,13,674,77,99,92,61
27,42,181,674,499,510,543,37,39,64,37,674,209,395,42,285,357,449,473,43,677
64,567,42,357,315,199,42,529,428,36,23,675,417,614,102,128,109,122,325,249,600
669,218,10,622,55,17,37,40,61,32,35,586,10,257,64,42,36,23,9,686,172
68,549,195,10,233,15,232,64,509,54,512,35,400,334,9,62,601,587,400,334,674
7,64,42,43,674,17,65,53,36,4,39,29,29,31,42,245,258,42,476,269,10
297,630,37,279,297,641,42,481,293,297,478,681,146,10,674,504,279,42,285,293,297
674,501,157,42,133,185,444,40,306,23,64,354,63,36,21,29,675,297,253,40,57
344,66,384,68,384,19,65,64,17,37,10,493,306,490,40,309,39,13,39,32,29
444,40,306,23,64,354,63,36,21,29,675,297,253,40,57,109,126,93,116,128,10
64,17,37,10,36,11,53,21,29,675,27,42,628,378,579,664,10,185,444,39,57
67,29,32,35,2,678,205,42,271,3,68,604,7,53,25,69,675,147,326,331,40
331,68,132,254,63,53,21,29,675,530,571,490,40,43,175,315,174,42,444,565,195
36,37,6,18,20,5,53,23,675,4,39,29,29,31,43,467,469,39,516,141,68
6,686,101,94,97,131,40,5,39,5,42,43,295,261,21,35,5,39,5,42,37
42,475,353,40,231,23,64,37,593,244,68,489,21,53,21,29,675,17,65,53,36
649,479,36,148,142,68,21,35,8,63,674,545,182,156,415,68,232,345,23,64,438
35,21,53,5,53,21,29,675,17,42,432,315,43,394,456,10,57,29,62,21,29
68,583,56,674,392,7,238,32,35,478,11,35,13,30,19,5,675,285,357,297,68
63,43,159,5,36,23,10,677,675,676,61,63,43,666,5,674,17,42,396,294,68
9,23,17,37,42,36,11,39,5,285,357,42,658,548,460,282,10,652,323,40,277
169,545,371,59,327,507,260,42,61,6,39,476,269,36,293,166,42,501,157,357,68
674,23,39,67,31,285,293,297,478,42,400,10,183,63,59,23,5,279,297,40,43
42,446,236,40,239,357,365,541,43,5,29,42,686,586,57,588,50,29,17,37,10
165,42,45,37,33,36,23,675,297,630,40,8,5,35,8,61,27,678,676,671,42
23,675,31,39,54,40,427,145,279,297,475,505,679,660,43,677,675,676,679,674,325
66,674,285,293,297,478,42,183,63,40,13,19,674,23,39,67,31,285,293,297,478
61,19,37,42,4,5,30,40,43,674,41,22,65,10,4,64,9,62,36,23,675
36,57,383,32,35,5,64,539,68,377,62,65,35,11,29,42,36,23,675,27,6
23,675,27,42,529,428,674,285,357,43,481,357,37,239,22,425,154,36,481,357,136
68,233,15,29,13,39,15,65,44,674,22,32,37,668,32,35,5,64,21,9,4
68,416,11,674,408,326,27,65,68,95,128,111,40,297,187,36,85,126,110,86,73
79,116,121,70,37,303,332,68,135,512,23,64,17,37,43,652,323,40,257,651,36
10,439,559,21,35,5,53,23,675,427,145,279,297,57,53,29,674,448,353,39,10
42,315,43,369,536,42,315,36,43,4,63,53,25,69,675,2,358,293,43,279,297
17,65,53,36,586,57,564,29,17,37,42,39,5,497,68,478,54,194,23,29,56
17,37,43,674,219,297,630,68,642,13,149,297,630,36,43,674,285,293,42,183,63
89,76,121,128,10,341,35,43,53,62,39,5,674,140,464,133,235,547,39,422,497
68,211,53,21,674,546,68,380,21,674,372,68,383,32,35,45,11,4,16,674,59
44,674,617,9,65,64,9,62,674,30,27,6,36,23,675,39,26,481,293,297,478
57,374,198,68,233,15,29,13,39,15,65,44,674,22,32,37,668,32,35,5,64
53,25,69,675,285,357,623,215,42,134,151,144,151,36,23,41,675,147,42,501,157
291,23,64,17,37,674,38,65,57,549,480,40,628,50,64,61,6,40,39,63,674
61,6,40,366,22,53,23,675,402,423,42,169,545,371,43,134,483,490,40,564,35
17,37,674,53,29,43,650,291,23,64,17,37,674,38,65,57,549,480,40,628,50
57,62,7,64,167,174,40,43,674,493,372,68,531,306,40,8,46,59,9,19,39
68,608,40,33,15,64,17,37,36,43,39,13,674,17,65,53,36,586,57,564,29
675,147,43,17,42,458,215,68,335,11,532,5,36,13,65,64,441,134,151,42,146
36,57,478,11,35,5,15,53,23,675,4,39,29,400,40,43,674,427,279,107,120
29,31,43,487,32,35,8,62,65,39,5,37,356,5,53,23,675,57,21,133,185
415,10,37,65,64,42,43,444,543,251,30,15,36,674,652,444,565,649,479,42,146
65,9,62,4,39,29,400,68,343,32,35,5,64,42,43,674,444,568,42,39,5
63,59,23,5,279,297,40,43,667,232,279,674,313,431,279,674,347,313,279,674,336
53,36,36,674,27,65,152,639,42,278,683,411,59,684,411,53,36,293,166,68,656
40,512,29,25,29,17,37,10,27,42,577,36,23,675,427,279,40,43,674,261,402
5,5,37,57,640,63,53,25,69,675,165,7,44,277,13,42,495,595,320,19,69
674,153,636,68,163,65,44,355,13,43,4,63,53,25,69,675,619,40,570,7,44
69,675,534,238,543,285,357,43,481,357,37,239,22,425,154,36,148,142,68,21,39
23,36,40,4,64,497,68,608,40,33,15,64,17,37,36,43,39,13,674,17,65
42,481,293,297,478,43,679,146,10,617,297,674,678,146,10,176,297,193,195,68,233
297,430,43,674,91,95,111,75,325,518,42,501,157,36,21,29,675,175,315,174,516
5,53,23,675,677,675,676,61,63,57,159,5,674,23,39,67,31,285,293,297,478
29,9,62,36,23,675,570,32,35,8,11,53,23,10,674,427,145,279,297,43,275
39,491,36,564,62,65,35,5,64,9,10,67,9,63,53,23,675,427,279,40,43
19,65,64,17,37,10,493,306,490,40,309,39,13,39,32,29,42,43,285,357,40
5,195,632,40,232,63,527,69,36,674,638,32,35,11,29,9,62,36,23,675,27
297,42,137,40,229,183,21,53,21,29,675,680,221,134,522,203,674,504,10,427,145
50,29,61,6,40,285,357,42,277,13,10,652,444,565,649,479,36,148,142,68,21
56,35,54,29,62,674,134,42,137,43,568,9,65,35,5,39,5,591,30,62,15
291,458,25,20,64,68,345,39,13,39,63,53,23,675,2,161,68,355,65,64,3
68,453,56,35,674,61,27,42,134,483,40,57,661,46,194,21,35,13,30,19,5
5,13,57,42,39,42,36,674,147,557,7,35,5,64,207,68,356,5,32,11,63
23,675,504,10,474,261,679,151,491,475,142,634,68,216,56,35,5,64,73,71,114
2,285,293,395,545,3,42,349,563,357,68,576,7,53,21,29,675,27,65,43,105
87,97,70,42,329,138,30,32,29,285,357,36,23,10,674,57,6,423,42,411,151
32,35,341,29,63,203,36,23,675,161,57,374,198,68,233,15,29,13,39,15,65
146,10,674,504,279,42,285,293,297,478,68,648,256,36,357,490,40,192,612,21,29
256,36,357,490,40,192,612,21,29,142,154,10,4,63,53,21,29,675,208,302,541
97,81,68,23,64,146,37,90,126,68,23,64,146,40,195,9,65,35,11,53,21
43,674,4,13,17,37,39,11,286,283,348,37,674,501,157,42,133,185,444,40,306
59,23,5,279,297,40,43,667,232,279,674,313,431,279,674,347,313,279,674,336,203
35,420,412,43,129,535,40,624,18,21,35,5,53,23,675,29,37,7,498,411,636
39,13,674,82,87,97,10,666,13,39,63,53,23,675,299,173,534,475,10,545,156
42,43,674,4,13,17,37,39,11,286,283,348,37,674,501,157,42,133,185,444,40
675,36,23,10,674,481,357,43,184,160,42,677,675,680,671,21,9,545,182,156,415
675,285,357,297,43,279,297,42,276,36,478,53,65,35,674,279,297,42,137,40,229
478,37,461,146,478,40,315,199,10,4,64,17,37,10,198,404,21,53,21,29,675
40,512,31,53,21,29,675,285,357,297,68,287,56,35,54,29,62,674,134,42,137
40,47,19,67,21,5,201,331,575,571,40,609,496,643,21,29,62,5,5,42,36
426,53,21,29,675,427,279,478,45,37,63,4,29,63,40,9,9,64,259,598,596
13,42,156,543,61,63,674,621,40,677,254,36,57,543,268,40,559,11,29,5,674
678,676,677,682,326,331,42,297,430,265,423,588,429,40,61,65,44,680,326,201,279
674,645,302,297,39,38,19,53,20,53,39,399,21,5,195,632,10,478,53,65,53
68,232,63,131,16,29,485,527,43,101,78,95,71,107,39,37,17,66,44,9,63
5,6,570,555,68,164,6,42,43,70,73,97,40,39,63,53,21,29,675,423,426
57,533,5,35,5,64,37,43,665,11,36,23,675,17,42,679,418,40,427,145,279
29,675,27,21,35,285,357,297,68,395,272,36,395,7,64,512,268,40,512,31,53
21,61,6,37,489,570,21,29,475,480,42,129,33,43,674,17,42,677,485,133,605
510,36,57,89,81,85,117,70,121,95,71,42,499,510,36,57,297,158,10,37,65
43,89,81,103,120,40,637,21,35,134,636,57,652,323,40,228,21,13,39,63,53
104,30,27,6,36,23,675,17,42,163,250,68,585,56,44,674,427,279,42,481,293
11,53,23,10,674,676,445,182,9,62,679,445,182,53,36,43,674,169,545,273,677
6,40,39,63,53,21,29,675,406,42,481,357,43,341,29,63,203,42,61,6,40
44,63,68,674,38,6,28,549,195,10,217,31,378,13,29,56,30,15,40,164,67
44,355,13,43,4,63,53,25,69,675,619,40,570,7,44,296,512,21,29,62,596
608,42,79,116,121,70,40,208,7,303,142,127,545,182,68,17,39,19,39,15,65
199,68,233,15,35,157,501,68,611,56,64,17,37,40,39,63,462,276,40,426,35
454,53,32,35,5,64,42,686,138,292,32,35,39,4,40,674,161,23,64,146,686
65,36,57,402,423,42,545,182,68,232,63,131,16,29,485,527,43,101,78,95,71
535,40,624,18,19,39,15,65,44,39,62,39,5,67,15,36,43,4,63,53,25
13,42,146,424,68,282,32,35,5,53,23,675,17,17,77,99,92,127,97,124,126
57,27,42,394,456,68,392,383,21,35,11,29,42,36,23,675,27,42,529,428,674
261,43,70,114,121,77,40,441,5,36,678,485,491,40,432,315,10,279,11,5,259
542,11,53,21,29,675,2,79,112,674,38,17,42,279,297,686,3,37,572,9,65
682,683,674,131,158,40,43,409,249,279,674,402,423,279,674,367,351,279,39,38,42
30,32,29,285,357,36,23,10,674,57,6,423,42,411,151,43,526,67,32,35,147
35,674,61,27,42,134,483,40,57,661,46,194,21,35,13,30,19,5,675,486,398
297,478,68,343,32,35,5,64,42,43,674,38,69,39,476,269,36,21,60,6,9
2,21,60,25,69,8,53,7,39,69,9,3,2,38,6,25,67,29,21,39,69
88,107,94,81,87,97,70,42,329,138,30,32,29,285,357,36,23,10,674,57,6
14,40,73,74,107,434,525,21,35,5,64,36,21,60,6,686,101,94,97,131,40
53,65,53,21,29,675,411,151,42,275,218,10,27,65,68,453,56,29,9,62,36
31,43,487,32,35,8,62,65,39,5,37,356,5,53,23,675,57,21,133,185,444
42,133,185,444,40,306,23,64,354,63,36,21,29,675,297,253,40,57,109,126,93
481,293,297,478,10,234,40,21,29,82,97,104,30,27,6,36,23,675,17,42,163
19,65,64,61,6,40,39,63,53,21,29,675,406,42,481,357,43,341,29,63,203
268,40,512,31,53,21,29,675,285,357,297,68,287,56,35,54,29,62,674,134,42
53,36,426,29,43,24,36,23,675,36,23,10,674,189,658,36,133,444,183,579,40
40,285,357,42,277,13,10,652,444,565,649,479,36,148,142,68,21,35,8,63,674
5,29,5,675,279,297,36,297,48,167,174,37,43,674,23,36,40,4,64,497,68
345,23,64,17,37,10,36,11,53,25,69,675,181,51,38,616,50,29,61,6,40
474,261,679,151,491,475,142,634,68,216,56,35,5,64,73,71,114,126,88,70,81
268,40,375,16,613,53,65,64,553,5,285,357,57,5,53,23,675,27,6,39,64
293,297,478,42,400,10,183,63,59,23,5,279,297,40,43,667,232,279,674,313,431
65,64,3,37,5,6,106,74,112,100,87,97,98,79,117,114,126,91,121,128,42
9,62,674,481,293,297,478,152,131,40,179,503,39,285,293,297,478,10,427,279,68
5,53,23,675,148,142,36,42,87,97,123,87,59,315,199,68,233,15,35,157,501
64,148,527,54,57,4,63,53,23,675,422,497,68,453,56,35,674,61,27,42,134
31,613,69,36,638,32,29,285,357,29,31,42,8,9,16,36,23,675,53,29,328
5,13,297,253,40,306,21,35,674,4,29,62,21,13,214,552,21,35,5,13,297
681,411,53,36,36,674,27,65,152,639,42,278,683,411,59,684,411,53,36,293,166
9,62,285,293,43,674,549,195,10,369,536,10,5,5,17,37,59,674,427,279,478
25,69,285,42,293,30,9,62,3,37,452,68,9,15,674,605,68,335,32,339,64
69,675,106,74,112,100,88,113,43,338,541,10,338,541,42,53,53,36,307,631,19
156,415,68,232,345,21,35,5,53,25,69,675,402,423,42,481,357,43,567,40,39
42,43,146,424,133,605,57,227,255,42,129,33,36,674,169,545,273,10,309,39,5
383,35,64,42,40,674,285,293,297,478,43,519,7,40,607,606,23,64,42,36,21
348,37,160,68,17,67,21,29,45,37,29,31,10,5,53,23,675,10,69,44,64
40,43,667,232,279,674,313,431,279,674,347,313,279,674,336,203,279,39,38,42,262
19,65,64,17,37,68,453,56,64,356,363,36,23,675,4,39,29,400,68,343,31
334,674,33,53,63,134,151,636,148,618,63,400,334,40,275,7,29,42,43,394,330
121,128,42,137,40,57,194,35,11,29,61,6,40,674,406,42,285,357,43,529,291
501,157,10,4,39,29,29,31,68,343,32,35,5,53,23,675,27,21,35,10,69
501,157,357,68,545,35,64,17,37,10,631,563,40,39,32,35,5,53,23,675,27
21,35,5,53,25,69,675,402,423,42,481,357,43,567,40,39,32,35,57,178,11
5,395,545,297,538,476,269,10,4,39,29,29,31,68,343,32,35,5,53,23,675
636,30,15,656,15,35,420,412,43,129,535,40,624,18,21,35,5,53,23,675,29
4,63,53,25,69,36,21,29,9,62,674,638,6,21,9,4,63,53,25,69,36
384,19,65,64,17,37,10,493,306,490,40,309,39,13,39,32,29,42,43,285,357
19,39,15,65,44,39,62,39,5,67,15,36,43,4,63,53,25,69,675,293,166
21,29,675,680,676,326,203,674,402,423,43,129,485,562,502,39,146,37,27,6,36
13,149,297,630,36,43,674,285,293,42,183,63,40,13,19,43,677,152,132,36,4
173,37,194,53,21,29,675,253,659,42,427,219,279,43,677,675,678,685,674,417,666
169,545,674,488,182,169,545,674,333,634,169,545,674,27,65,37,278,636,169,545,36
195,318,40,481,285,315,43,4,63,53,25,69,9,62,674,481,293,297,478,152,131
293,166,68,656,9,32,35,5,64,37,17,66,43,165,276,36,23,675,53,29,43
9,65,64,45,37,29,31,57,5,53,23,675,4,39,29,29,31,42,10,69,44
37,10,36,11,53,25,69,675,17,42,53,53,146,234,463,309,501,157,40,47,19
64,17,37,674,38,65,57,549,480,40,628,50,64,61,6,40,39,63,674,38,65
375,16,613,53,65,64,553,5,285,357,57,5,53,23,675,27,6,39,64,37,17
621,40,677,254,36,57,543,268,40,559,11,29,5,674,146,37,537,10,32,35,5
400,10,481,293,233,664,478,61,63,666,5,17,37,68,577,404,21,35,5,53,23
404,10,563,64,17,37,68,364,246,21,53,23,675,142,301,674,237,508,42,96,128
39,5,674,140,464,133,235,547,39,422,497,42,134,483,36,23,675,17,65,53,36
13,65,53,25,69,675,54,69,39,161,9,588,50,64,37,11,40,43,23,14,40
490,39,560,474,68,23,64,17,37,40,57,81,123,128,113,10,33,13,61,6,40
678,671,37,683,110,72,126,97,57,42,315,10,4,63,53,23,675,17,42,315,43
297,674,645,302,297,39,38,19,53,20,53,39,399,21,5,195,632,10,478,53,65
35,61,5,17,37,30,37,356,5,53,23,675,29,30,21,674,285,357,42,501,157
543,37,39,64,37,674,209,395,42,285,357,449,473,43,677,684,675,678,674,191,395
6,40,39,63,53,21,29,675,417,614,36,43,281,10,545,182,40,2,223,207,23
68,355,65,64,349,563,43,4,63,53,25,69,675,146,636,10,478,11,35,5,64
357,10,419,69,36,5,64,17,37,39,42,36,21,60,6,9,686,402,423,36,299
10,481,293,297,478,61,63,238,432,21,40,13,5,42,43,674,481,293,233,664,478
131,16,29,485,527,43,101,78,95,71,107,39,37,17,66,44,9,63,407,21,35
57,109,126,93,116,128,10,4,63,53,23,675,561,617,21,35,5,13,297,253,40
114,126,88,70,81,85,119,126,101,94,97,125,128,81,42,206,575,541,43,674,57
459,627,59,284,523,39,38,674,652,444,565,649,479,42,212,178,317,268,40,375,16
275,7,64,146,10,556,21,13,309,39,5,42,36,23,675,545,156,421,636,68,677
479,36,23,675,399,222,42,411,9,62,674,459,627,59,284,523,39,38,674,652,444
37,171,273,587,506,36,678,681,671,674,224,273,587,506,36,679,676,675,683,671,40
679,326,40,333,44,27,6,37,5,6,489,570,68,21,53,21,29,10,674,285,357
354,63,10,465,13,36,21,60,6,675,10,674,21,9,21,674,408,326,674,427,145
500,170,21,35,5,53,23,675,497,68,478,54,194,23,497,68,674,114,91,497,592
57,82,87,97,42,9,9,64,676,445,182,9,62,679,445,182,42,421,636,42,545
491,36,564,62,65,35,5,64,9,10,67,9,63,53,23,675,427,279,40,43,147
36,21,60,6,675,27,65,36,57,402,423,42,545,182,68,232,63,131,16,29,485
36,23,675,21,9,21,674,17,42,396,220,326,636,42,402,423,42,101,76,121,109
42,36,23,675,147,402,427,145,279,297,36,43,674,138,292,42,499,510,36,57,674
6,543,268,42,285,357,40,43,674,27,6,5,6,634,411,636,169,545,68,458,479
427,279,3,37,5,7,44,674,617,9,65,64,9,62,674,30,27,6,36,23,675
43,169,545,273,677,146,341,29,63,10,381,341,36,11,64,182,514,42,396,57,277
514,42,396,57,277,13,674,319,419,23,65,44,449,610,490,304,405,40,183,260,36
583,56,674,392,7,238,32,35,478,11,35,13,30,19,5,675,285,357,297,68,478
181,674,499,510,543,37,39,64,37,674,209,395,42,285,357,449,473,43,677,684,675
40,61,64,80,116,94,108,10,4,63,53,23,675,678,676,677,682,326,331,42,297
42,183,63,40,13,19,43,677,152,132,36,4,64,17,37,674,219,297,630,10,677
17,69,39,82,114,126,97,68,616,50,35,5,53,23,675,2,481,293,179,158,42
233,15,232,65,64,57,42,36,4,32,35,674,509,54,512,35,29,57,42,68,549
85,117,70,121,95,71,42,499,510,36,57,297,158,10,37,65,53,23,10,674,27
674,259,187,42,262,264,587,659,42,568,454,40,637,67,64,458,215,68,83,110,128
69,39,476,269,36,57,674,38,69,39,134,483,36,57,674,29,37,7,651,450,40
275,218,10,27,65,68,453,56,29,9,62,36,23,675,570,32,35,8,11,53,23
39,5,36,13,30,19,5,675,359,53,65,29,476,269,37,359,53,65,29,547,207
357,315,199,490,39,560,474,68,23,64,17,37,40,57,81,123,128,113,10,33,13
677,485,133,605,21,35,8,63,674,57,32,37,57,82,87,97,42,9,9,64,676
65,35,5,64,9,10,67,9,63,53,23,675,427,279,40,43,147,36,57,427,279
122,325,249,600,233,600,541,42,111,120,120,127,118,87,106,84,72,19,69,10,402
42,357,315,199,42,529,428,36,23,675,417,614,102,128,109,122,325,249,600,233,600
23,675,10,69,44,64,203,9,62,674,2,21,60,25,69,8,53,7,39,69,9
62,36,23,675,570,32,35,8,11,53,23,10,674,427,145,279,297,43,275,218,37
544,10,270,7,29,42,43,500,9,36,23,675,21,9,21,674,17,42,396,220,326
60,6,675,27,65,36,57,402,423,42,545,182,68,232,63,131,16,29,485,527,43
29,675,398,505,494,10,184,259,684,677,42,219,505,279,127,219,297,630,42,184,396
11,64,182,514,42,396,57,277,13,674,319,419,23,65,44,449,610,490,304,405,40
167,21,35,51,56,35,13,65,29,9,62,17,27,36,23,675,134,42,137,40,43
19,69,37,5,6,163,303,10,2,342,285,43,658,10,361,5,9,62,3,37,5
31,68,343,32,35,5,53,23,675,27,42,23,44,62,21,19,43,674,17,17,36
6,45,37,46,37,68,209,15,64,29,56,40,164,32,35,13,30,19,5,675,27
499,510,543,37,39,64,37,674,209,395,42,285,357,449,473,43,677,684,675,678,674
9,32,35,5,64,37,17,66,43,165,276,36,23,675,53,29,43,341,146,29,31
68,132,254,63,53,21,29,675,530,571,490,40,43,175,315,174,42,444,565,195,318
81,87,97,70,42,329,138,30,32,29,285,357,36,23,10,674,57,6,423,42,411
5,37,9,674,338,541,10,340,541,40,39,63,29,5,37,5,6,356,363,36,43
239,22,13,62,5,246,400,40,39,63,392,383,21,35,13,65,64,153,636,10,5
570,7,44,296,512,21,29,62,596,15,36,23,675,504,57,374,198,68,455,312,233
32,35,5,53,23,675,17,17,77,99,92,127,97,124,126,97,36,608,40,33,15
285,293,395,545,3,42,349,563,357,68,576,7,53,21,29,675,27,65,43,105,79
23,64,473,10,279,11,13,39,64,37,5,6,42,43,636,626,32,29,540,7,36
36,293,166,68,656,9,32,35,5,64,37,17,66,43,165,276,36,23,675,53,29
301,674,237,508,42,96,128,91,10,674,285,293,233,664,478,42,175,315,174,42,400
10,270,7,64,129,400,674,474,261,178,5,35,5,64,285,357,42,682,205,10,652
675,684,671,37,159,132,21,53,23,675,17,65,43,259,157,594,251,42,285,357,449
87,91,126,40,37,32,35,43,631,563,30,10,674,402,423,40,43,470,637,168,36
478,53,65,64,9,62,36,23,675,297,187,40,37,38,53,64,349,563,43,4,63
15,35,57,62,6,17,37,17,27,10,674,279,297,42,164,248,36,23,675,61,6
30,9,62,285,293,43,674,549,195,10,369,536,10,5,5,17,37,59,674,427,279
541,42,285,357,449,473,43,634,421,40,67,29,32,35,2,678,205,42,271,3,68
675,36,23,10,674,279,297,40,183,64,411,468,36,23,36,40,646,65,29,357,315
674,279,297,40,183,64,411,468,36,23,36,40,646,65,29,357,315,199,10,287,53
21,35,5,53,23,675,53,24,517,677,40,285,293,297,478,43,461,146,68,629,15
44,65,64,674,298,32,35,57,62,7,64,167,174,40,43,674,493,372,68,531,306
326,203,674,402,423,43,129,485,562,502,39,146,37,27,6,36,39,5,146,42,432
239,22,638,5,400,43,36,11,39,13,35,57,674,638,6,349,563,43,309,21,57
489,570,68,21,53,21,29,10,674,285,357,43,27,65,68,419,69,36,5,53,25
64,438,200,10,4,63,53,25,69,675,444,501,251,37,21,35,178,5,35,5,64
29,62,267,67,65,64,3,37,356,7,64,42,43,674,17,65,53,36,4,39,29
171,273,587,506,36,678,681,671,674,224,273,587,506,36,679,676,675,683,671,40,39
13,62,5,246,400,40,39,63,392,383,21,35,13,65,64,153,636,10,5,53,23
37,17,66,44,9,63,407,21,35,5,64,61,6,40,366,22,53,23,675,402,423
9,62,36,23,675,27,65,40,309,293,218,501,157,36,43,180,337,10,5,53,25
297,478,42,400,10,183,63,59,23,5,279,297,40,43,667,232,279,674,313,431,279
182,169,545,674,488,182,169,545,674,333,634,169,545,674,27,65,37,278,636,169,545
342,285,43,658,10,361,5,9,62,3,37,5,6,308,584,68,416,11,674,408,326
10,4,64,17,37,10,198,404,21,53,21,29,675,398,505,494,10,184,259,684,677
36,21,60,6,9,675,2,38,6,25,285,42,293,30,21,3,2,21,60,25,69
53,36,674,244,489,21,29,63,576,573,40,383,31,613,69,36,638,32,29,285,357
40,61,65,44,680,326,201,279,297,622,297,473,43,481,293,681,681,675,682,671,674
23,675,309,293,666,669,218,10,622,55,17,37,40,61,32,35,586,10,257,64,42
68,478,54,194,23,497,68,674,114,91,497,592,37,5,5,53,23,675,27,42,114
302,297,39,38,19,53,20,53,39,399,21,5,195,632,10,478,53,65,53,21,29
38,17,42,279,297,686,3,37,572,9,65,29,62,674,2,427,145,674,42,674,279
43,195,9,63,53,25,69,10,674,406,61,63,57,285,357,42,628,379,544,10,270
43,628,378,19,65,35,17,17,40,426,53,21,29,675,427,279,478,45,37,63,4
64,364,442,68,13,22,9,65,64,45,37,29,31,57,5,53,23,675,4,39,29
281,10,545,182,40,2,223,207,23,64,3,37,5,6,570,555,68,164,6,42,43
64,42,36,23,9,686,172,146,42,549,480,39,628,379,40,61,32,35,194,478,473
501,157,42,133,185,444,40,306,23,64,354,63,36,21,29,675,297,253,40,57,109
202,681,411,53,36,36,674,27,65,152,639,42,278,683,411,59,684,411,53,36,293
571,40,609,496,643,21,29,62,5,5,42,36,23,675,17,65,40,61,32,35,553
42,40,674,285,357,42,167,174,37,369,536,42,61,19,37,42,4,5,30,40,43
133,444,183,579,40,569,65,29,37,8,63,674,10,69,44,32,35,57,27,65,10
33,43,674,17,42,677,485,133,605,21,35,8,63,674,57,32,37,57,82,87,97
29,21,43,500,170,21,35,5,53,23,675,497,68,478,54,194,23,497,68,674,114
69,39,17,37,43,4,63,53,25,69,675,534,238,543,285,357,43,481,357,37,239
551,21,35,5,64,42,40,674,285,357,42,167,174,37,369,536,42,61,19,37,42
23,675,504,57,374,198,68,455,312,233,15,35,11,53,21,29,10,674,27,65,37
500,9,36,23,675,21,9,21,674,17,42,396,220,326,636,42,402,423,42,101,76
686,365,19,65,64,674,628,44,65,64,674,298,32,35,57,62,7,64,167,174,40
32,35,5,64,42,43,674,38,69,39,476,269,36,21,60,6,9,675,149,279,297
31,60,6,38,385,139,421,636,57,526,67,63,53,23,9,62,674,545,182,156,415
19,69,43,679,326,57,156,69,30,62,474,268,40,370,65,39,5,37,570,53,23
277,437,357,40,382,9,65,29,279,297,36,23,675,67,29,21,42,61,6,39,541
64,146,10,556,21,13,309,39,5,42,36,23,675,545,156,421,636,68,677,326,221
43,23,14,40,73,74,107,434,525,21,35,5,64,36,21,60,6,686,101,94,97
146,395,385,674,288,310,137,19,69,57,674,666,222,42,395,385,674,299,558,352,647
33,33,4,64,61,6,40,356,67,65,10,31,36,23,10,674,301,644,40,43,27
478,449,473,43,674,279,297,641,40,39,64,37,171,273,587,506,36,678,681,671,674
89,81,103,120,43,279,324,40,463,63,53,21,29,21,674,98,114,87,95,71,94
25,69,675,147,326,331,40,550,32,35,43,677,684,675,677,671,37,203,326,331,68
9,686,172,146,42,549,480,39,628,379,40,61,32,35,194,478,473,10,132,10,64
181,559,499,510,37,5,6,57,42,10,4,63,53,25,69,675,36,23,9,62,161
53,25,69,675,427,279,40,43,462,276,484,297,59,259,644,144,460,674,259,187,42
58,5,53,23,675,4,39,29,29,31,43,628,378,19,65,35,17,17,40,426,53
88,113,393,653,42,624,506,36,481,285,432,315,30,15,36,39,13,674,285,285,432
39,5,37,570,32,35,57,674,153,636,68,163,65,44,355,13,43,4,63,53,25
43,462,276,484,297,59,259,644,144,460,674,259,187,42,262,264,587,659,42,568,454
674,628,44,65,64,674,298,32,35,57,62,7,64,167,174,40,43,674,493,372,68
277,13,42,285,357,68,316,11,17,69,36,17,17,53,36,426,53,21,29,675,147
68,275,7,64,146,10,556,21,13,309,39,5,42,36,23,675,545,156,421,636,68
43,524,56,29,146,10,233,15,232,65,64,57,42,36,4,32,35,674,509,54,512
43,293,38,57,42,37,11,9,62,2,9,67,5,5,3,17,37,68,421,343,19
31,36,23,10,674,301,644,40,43,27,69,39,17,37,43,4,63,53,25,69,675
319,419,23,65,44,449,610,490,304,405,40,183,260,36,11,53,23,10,674,676,445
42,411,151,30,37,5,31,403,13,451,34,11,674,73,74,107,83,72,97,42,436
535,40,624,18,21,35,5,53,23,675,29,37,7,498,411,636,36,57,293,166,43
501,157,36,21,29,675,175,315,174,516,141,40,481,285,199,43,4,63,53,25,69
101,94,97,125,128,81,42,206,575,541,43,674,57,37,57,37,402,423,36,197,42
194,478,473,10,132,10,64,42,43,662,5,443,56,64,17,37,10,36,11,53,25
43,341,146,29,31,42,178,11,400,441,517,36,674,534,238,543,36,684,411,59,677
268,238,10,277,5,3,675,37,5,6,17,37,43,674,219,297,630,68,642,13,149
5,64,285,357,42,682,205,10,652,444,565,649,479,36,23,675,399,222,42,411,9
293,297,478,10,501,157,9,62,38,69,39,491,36,564,62,65,35,5,64,9,10
37,194,53,21,29,675,253,659,42,427,219,279,43,677,675,678,685,674,417,666,10
