x__0,x__1,x__2,x__3,x__4,x__5,x__6,x__7,x__8,x__9,x__10,x__11,x__12,x__13,x__14,x__15,x__16,x__17,x__18,x__19,y__0,y__1,y__2,y__3,y__4,y__5,y__6,y__7,y__8,y__9,y__10,y__11,y__12,y__13,y__14,y__15,y__16,y__17,y__18,y__19
35,5,64,17,37,40,39,63,53,23,675,517,679,40,674,680,326,201,279,297,5,64,17,37,40,39,63,53,23,675,517,679,40,674,680,326,201,279,297,622
11,39,42,36,23,675,147,42,402,423,43,608,195,501,157,40,39,32,35,21,39,42,36,23,675,147,42,402,423,43,608,195,501,157,40,39,32,35,21,53
43,37,35,57,435,515,39,165,36,23,675,169,545,371,43,227,202,681,411,53,37,35,57,435,515,39,165,36,23,675,169,545,371,43,227,202,681,411,53,36
65,10,31,36,23,10,674,301,644,40,43,27,69,39,17,37,43,4,63,53,10,31,36,23,10,674,301,644,40,43,27,69,39,17,37,43,4,63,53,25
37,129,535,40,624,18,19,39,15,65,44,39,62,39,5,67,15,36,43,4,129,535,40,624,18,19,39,15,65,44,39,62,39,5,67,15,36,43,4,63
35,29,57,42,68,549,195,10,233,15,232,64,509,54,512,35,400,334,9,62,29,57,42,68,549,195,10,233,15,232,64,509,54,512,35,400,334,9,62,601
454,300,490,40,605,63,35,5,39,5,42,43,676,445,182,169,545,674,488,182,300,490,40,605,63,35,5,39,5,42,43,676,445,182,169,545,674,488,182,169
5,6,634,411,636,169,545,68,458,479,21,35,5,64,146,57,5,64,36,21,6,634,411,636,169,545,68,458,479,21,35,5,64,146,57,5,64,36,21,60
481,293,297,478,681,146,10,674,504,279,42,285,293,297,478,68,648,256,36,357,293,297,478,681,146,10,674,504,279,42,285,293,297,478,68,648,256,36,357,490
164,67,39,5,36,13,30,19,5,675,359,53,65,29,476,269,37,359,53,65,67,39,5,36,13,30,19,5,675,359,53,65,29,476,269,37,359,53,65,29
40,86,74,126,92,128,499,510,37,247,44,65,64,61,6,40,39,63,53,21,86,74,126,92,128,499,510,37,247,44,65,64,61,6,40,39,63,53,21,29
40,357,199,40,61,64,80,116,94,108,10,4,63,53,23,675,678,676,677,682,357,199,40,61,64,80,116,94,108,10,4,63,53,23,675,678,676,677,682,326
674,57,32,37,4,9,62,19,53,39,357,315,199,10,439,559,21,35,5,53,57,32,37,4,9,62,19,53,39,357,315,199,10,439,559,21,35,5,53,23
64,349,563,43,4,63,53,25,69,675,427,279,40,43,462,276,484,297,59,259,349,563,43,4,63,53,25,69,675,427,279,40,43,462,276,484,297,59,259,644
478,42,238,432,473,40,306,23,64,481,293,297,478,42,238,432,473,43,325,263,42,238,432,473,40,306,23,64,481,293,297,478,42,238,432,473,43,325,263,677
501,157,357,68,545,35,64,17,37,10,631,563,40,39,32,35,5,53,23,675,157,357,68,545,35,64,17,37,10,631,563,40,39,32,35,5,53,23,675,27
167,174,37,369,536,42,61,19,43,129,551,21,35,5,64,42,40,674,285,357,174,37,369,536,42,61,19,43,129,551,21,35,5,64,42,40,674,285,357,42
679,146,10,617,297,674,678,146,10,176,297,193,195,68,233,15,53,21,29,675,146,10,617,297,674,678,146,10,176,297,193,195,68,233,15,53,21,29,675,17
675,67,29,21,10,297,478,30,32,29,221,134,522,203,40,57,239,22,61,6,67,29,21,10,297,478,30,32,29,221,134,522,203,40,57,239,22,61,6,39
229,208,68,583,56,64,481,293,83,128,81,122,10,4,64,37,542,11,53,21,208,68,583,56,64,481,293,83,128,81,122,10,4,64,37,542,11,53,21,29
65,37,239,22,13,62,5,246,400,40,39,63,392,383,21,35,13,65,64,153,37,239,22,13,62,5,246,400,40,39,63,392,383,21,35,13,65,64,153,636
37,570,7,44,674,399,21,5,167,174,37,43,85,87,95,113,37,85,87,95,570,7,44,674,399,21,5,167,174,37,43,85,87,95,113,37,85,87,95,113
53,36,426,29,43,24,36,23,675,36,23,10,674,189,658,36,133,444,183,579,36,426,29,43,24,36,23,675,36,23,10,674,189,658,36,133,444,183,579,40
64,37,17,66,40,478,53,65,64,9,62,36,23,675,297,187,40,37,38,53,37,17,66,40,478,53,65,64,9,62,36,23,675,297,187,40,37,38,53,64
42,45,37,33,40,39,63,53,21,29,675,529,291,23,64,17,37,674,529,291,45,37,33,40,39,63,53,21,29,675,529,291,23,64,17,37,674,529,291,21
6,36,23,675,17,42,163,250,68,585,56,44,674,427,279,42,481,293,297,478,36,23,675,17,42,163,250,68,585,56,44,674,427,279,42,481,293,297,478,10
334,674,33,53,63,134,151,636,148,618,63,400,334,40,275,7,29,42,43,394,674,33,53,63,134,151,636,148,618,63,400,334,40,275,7,29,42,43,394,330
675,67,29,21,42,61,6,39,541,68,387,479,21,674,17,42,268,40,512,29,67,29,21,42,61,6,39,541,68,387,479,21,674,17,42,268,40,512,29,25
35,454,53,32,35,5,64,42,686,138,292,32,35,39,4,40,674,161,23,64,454,53,32,35,5,64,42,686,138,292,32,35,39,4,40,674,161,23,64,146
402,40,550,64,53,36,674,244,489,21,29,63,576,573,40,383,31,613,69,36,40,550,64,53,36,674,244,489,21,29,63,576,573,40,383,31,613,69,36,638
675,61,6,17,27,674,427,145,279,297,49,675,474,261,674,402,423,43,309,293,61,6,17,27,674,427,145,279,297,49,675,474,261,674,402,423,43,309,293,666
29,5,675,279,297,36,297,48,167,174,37,43,674,23,36,40,4,64,497,68,5,675,279,297,36,297,48,167,174,37,43,674,23,36,40,4,64,497,68,608
674,59,63,37,16,29,17,37,68,578,167,21,35,51,56,35,13,65,29,9,59,63,37,16,29,17,37,68,578,167,21,35,51,56,35,13,65,29,9,62
36,61,5,37,540,7,64,567,42,357,315,199,42,529,428,36,23,675,417,614,61,5,37,540,7,64,567,42,357,315,199,42,529,428,36,23,675,417,614,102
40,267,67,65,39,5,501,157,10,4,39,29,29,31,68,343,32,35,5,53,267,67,65,39,5,501,157,10,4,39,29,29,31,68,343,32,35,5,53,23
651,450,40,39,32,35,36,57,674,478,11,35,5,15,64,497,68,608,40,33,450,40,39,32,35,36,57,674,478,11,35,5,15,64,497,68,608,40,33,15
291,458,25,20,64,68,345,39,13,39,63,53,23,675,2,161,68,355,65,64,458,25,20,64,68,345,39,13,39,63,53,23,675,2,161,68,355,65,64,3
229,482,381,341,475,142,127,204,297,634,240,36,674,285,293,297,478,386,642,43,482,381,341,475,142,127,204,297,634,240,36,674,285,293,297,478,386,642,43,2
675,17,42,163,250,68,585,56,44,674,427,279,42,481,293,297,478,10,501,157,17,42,163,250,68,585,56,44,674,427,279,42,481,293,297,478,10,501,157,9
5,53,23,21,634,15,65,44,5,5,37,57,640,63,53,25,69,675,165,7,53,23,21,634,15,65,44,5,5,37,57,640,63,53,25,69,675,165,7,44
61,63,666,5,17,37,68,577,404,21,35,5,53,23,675,53,24,517,677,40,63,666,5,17,37,68,577,404,21,35,5,53,23,675,53,24,517,677,40,285
39,29,29,31,43,487,32,35,8,62,65,39,5,37,356,5,53,23,675,57,29,29,31,43,487,32,35,8,62,65,39,5,37,356,5,53,23,675,57,21
243,53,65,35,5,53,23,675,30,9,62,285,293,43,674,549,195,10,369,536,53,65,35,5,53,23,675,30,9,62,285,293,43,674,549,195,10,369,536,10
64,17,37,68,364,246,21,53,23,675,142,301,674,237,508,42,96,128,91,10,17,37,68,364,246,21,53,23,675,142,301,674,237,508,42,96,128,91,10,674
35,57,62,7,64,167,174,40,43,674,493,372,68,531,306,40,8,46,59,9,57,62,7,64,167,174,40,43,674,493,372,68,531,306,40,8,46,59,9,19
57,5,53,21,29,675,53,29,492,66,6,143,631,42,645,302,541,36,4,64,5,53,21,29,675,53,29,492,66,6,143,631,42,645,302,541,36,4,64,395
297,630,40,8,5,35,8,61,27,678,676,671,42,285,293,297,478,449,473,43,630,40,8,5,35,8,61,27,678,676,671,42,285,293,297,478,449,473,43,674
7,29,42,43,394,330,36,23,675,17,65,53,36,42,61,6,40,509,54,512,29,42,43,394,330,36,23,675,17,65,53,36,42,61,6,40,509,54,512,35
39,42,36,21,60,6,9,686,402,423,36,299,173,534,475,43,545,182,156,415,42,36,21,60,6,9,686,402,423,36,299,173,534,475,43,545,182,156,415,68
23,10,674,57,6,423,42,411,151,43,526,67,32,35,147,43,101,94,97,42,10,674,57,6,423,42,411,151,43,526,67,32,35,147,43,101,94,97,42,411
70,40,663,10,65,35,5,64,674,169,545,260,10,605,63,39,5,37,5,6,40,663,10,65,35,5,64,674,169,545,260,10,605,63,39,5,37,5,6,42
36,57,674,29,37,7,651,450,40,39,32,35,36,57,674,478,11,35,5,15,57,674,29,37,7,651,450,40,39,32,35,36,57,674,478,11,35,5,15,64
27,21,35,10,69,44,32,29,62,267,67,65,64,37,4,39,29,10,29,10,21,35,10,69,44,32,29,62,267,67,65,64,37,4,39,29,10,29,10,356
63,53,21,29,21,674,98,114,87,95,71,94,81,104,72,76,123,126,87,57,53,21,29,21,674,98,114,87,95,71,94,81,104,72,76,123,126,87,57,253
59,327,507,260,42,61,6,39,476,269,36,293,166,42,501,157,357,68,545,35,327,507,260,42,61,6,39,476,269,36,293,166,42,501,157,357,68,545,35,64
35,29,146,10,549,195,42,8,633,68,233,15,232,64,42,36,4,65,44,674,29,146,10,549,195,42,8,633,68,233,15,232,64,42,36,4,65,44,674,161
53,25,69,10,674,406,61,63,57,285,357,42,628,379,544,10,270,7,29,42,25,69,10,674,406,61,63,57,285,357,42,628,379,544,10,270,7,29,42,43
21,5,195,632,10,478,53,65,53,21,29,675,411,151,42,275,218,10,27,65,5,195,632,10,478,53,65,53,21,29,675,411,151,42,275,218,10,27,65,68
42,501,157,36,43,101,94,97,40,194,35,5,39,5,37,553,541,43,564,35,501,157,36,43,101,94,97,40,194,35,5,39,5,37,553,541,43,564,35,13
315,10,279,11,5,259,40,39,32,35,21,53,5,53,21,29,675,17,42,432,10,279,11,5,259,40,39,32,35,21,53,5,53,21,29,675,17,42,432,315
17,66,40,478,53,65,64,9,62,36,23,675,297,187,40,37,38,53,64,349,66,40,478,53,65,64,9,62,36,23,675,297,187,40,37,38,53,64,349,563
37,9,674,338,541,10,340,541,40,39,63,29,5,37,5,6,356,363,36,43,9,674,338,541,10,340,541,40,39,63,29,5,37,5,6,356,363,36,43,4
666,669,218,10,622,55,17,37,40,61,32,35,586,10,257,64,42,36,23,9,669,218,10,622,55,17,37,40,61,32,35,586,10,257,64,42,36,23,9,686
29,31,42,411,151,37,43,626,6,360,54,59,257,651,68,383,32,35,5,53,31,42,411,151,37,43,626,6,360,54,59,257,651,68,383,32,35,5,53,23
17,42,134,40,4,63,53,25,69,36,21,29,675,39,9,32,29,9,62,674,42,134,40,4,63,53,25,69,36,21,29,675,39,9,32,29,9,62,674,163
451,40,554,21,69,36,5,53,23,9,62,674,285,357,42,207,36,402,423,501,40,554,21,69,36,5,53,23,9,62,674,285,357,42,207,36,402,423,501,157
29,57,42,68,549,195,10,233,15,232,64,509,54,512,35,400,334,9,62,601,57,42,68,549,195,10,233,15,232,64,509,54,512,35,400,334,9,62,601,587
10,381,341,36,11,64,182,514,42,396,57,277,13,674,319,419,23,65,44,449,381,341,36,11,64,182,514,42,396,57,277,13,674,319,419,23,65,44,449,610
545,297,538,476,269,10,4,39,29,29,31,68,343,32,35,5,53,23,675,27,297,538,476,269,10,4,39,29,29,31,68,343,32,35,5,53,23,675,27,42
36,21,60,6,9,675,2,38,6,25,285,42,293,30,21,3,2,21,60,25,21,60,6,9,675,2,38,6,25,285,42,293,30,21,3,2,21,60,25,69
146,341,29,63,10,381,341,36,11,64,182,514,42,396,57,277,13,674,319,419,341,29,63,10,381,341,36,11,64,182,514,42,396,57,277,13,674,319,419,23
5,53,23,675,27,21,35,10,69,44,32,29,62,267,67,65,64,37,4,39,53,23,675,27,21,35,10,69,44,32,29,62,267,67,65,64,37,4,39,29
42,43,674,444,568,42,39,5,253,5,40,466,31,29,134,483,36,23,675,297,43,674,444,568,42,39,5,253,5,40,466,31,29,134,483,36,23,675,297,187
681,681,675,682,671,674,285,293,680,684,675,678,671,37,683,110,72,126,97,57,681,675,682,671,674,285,293,680,684,675,678,671,37,683,110,72,126,97,57,42
10,136,69,36,5,53,23,675,677,675,676,61,63,57,159,5,674,23,39,67,136,69,36,5,53,23,675,677,675,676,61,63,57,159,5,674,23,39,67,31
70,81,85,119,126,101,94,97,125,128,81,42,206,575,541,43,674,57,37,57,81,85,119,126,101,94,97,125,128,81,42,206,575,541,43,674,57,37,57,37
65,44,220,195,36,21,60,6,675,293,166,37,678,680,411,636,24,32,37,129,44,220,195,36,21,60,6,675,293,166,37,678,680,411,636,24,32,37,129,535
21,29,5,146,57,29,13,19,69,5,53,23,21,634,15,65,44,5,5,37,29,5,146,57,29,13,19,69,5,53,23,21,634,15,65,44,5,5,37,57
23,5,279,297,40,43,667,232,279,674,313,431,279,674,347,313,279,674,336,203,5,279,297,40,43,667,232,279,674,313,431,279,674,347,313,279,674,336,203,279
536,10,5,5,17,37,59,674,427,279,478,36,4,64,17,37,68,646,27,6,10,5,5,17,37,59,674,427,279,478,36,4,64,17,37,68,646,27,6,37
478,42,183,63,40,13,19,674,23,39,67,31,285,293,297,478,42,238,432,473,42,183,63,40,13,19,674,23,39,67,31,285,293,297,478,42,238,432,473,40
64,539,68,377,62,65,35,11,29,42,36,23,675,27,6,59,32,35,427,279,539,68,377,62,65,35,11,29,42,36,23,675,27,6,59,32,35,427,279,40
6,50,11,39,42,36,23,675,147,42,402,423,43,608,195,501,157,40,39,32,50,11,39,42,36,23,675,147,42,402,423,43,608,195,501,157,40,39,32,35
62,65,64,9,43,195,9,63,53,25,69,10,674,406,61,63,57,285,357,42,65,64,9,43,195,9,63,53,25,69,10,674,406,61,63,57,285,357,42,628
297,630,37,279,297,641,42,481,293,297,478,681,146,10,674,504,279,42,285,293,630,37,279,297,641,42,481,293,297,478,681,146,10,674,504,279,42,285,293,297
35,5,64,37,17,66,43,165,276,36,23,675,53,29,43,341,146,29,31,42,5,64,37,17,66,43,165,276,36,23,675,53,29,43,341,146,29,31,42,178
402,423,42,101,76,121,109,120,121,88,113,393,653,42,624,506,36,481,285,432,423,42,101,76,121,109,120,121,88,113,393,653,42,624,506,36,481,285,432,315
5,64,17,37,39,42,36,21,60,6,9,686,402,423,36,299,173,534,475,43,64,17,37,39,42,36,21,60,6,9,686,402,423,36,299,173,534,475,43,545
411,59,684,411,53,36,293,166,68,656,9,32,35,5,64,37,17,66,43,165,59,684,411,53,36,293,166,68,656,9,32,35,5,64,37,17,66,43,165,276
285,357,623,215,36,23,10,674,106,74,112,100,88,113,43,15,32,21,35,285,357,623,215,36,23,10,674,106,74,112,100,88,113,43,15,32,21,35,285,57
82,97,104,30,27,6,36,23,675,17,42,163,250,68,585,56,44,674,427,279,97,104,30,27,6,36,23,675,17,42,163,250,68,585,56,44,674,427,279,42
69,36,21,29,9,62,674,638,6,21,9,4,63,53,25,69,36,21,29,675,36,21,29,9,62,674,638,6,21,9,4,63,53,25,69,36,21,29,675,147
600,541,42,111,120,120,127,118,87,106,84,72,19,69,10,402,423,68,574,65,541,42,111,120,120,127,118,87,106,84,72,19,69,10,402,423,68,574,65,35
61,6,40,356,67,65,10,31,36,23,10,674,301,644,40,43,27,69,39,17,6,40,356,67,65,10,31,36,23,10,674,301,644,40,43,27,69,39,17,37
42,147,402,57,533,5,35,5,64,37,43,665,11,36,23,675,17,42,679,418,147,402,57,533,5,35,5,64,37,43,665,11,36,23,675,17,42,679,418,40
23,675,297,187,40,37,38,53,64,349,563,43,4,63,53,25,69,675,427,279,675,297,187,40,37,38,53,64,349,563,43,4,63,53,25,69,675,427,279,40
126,93,116,128,36,21,29,675,285,357,297,40,9,12,62,24,674,476,269,297,93,116,128,36,21,29,675,285,357,297,40,9,12,62,24,674,476,269,297,674
208,23,64,3,37,570,6,50,11,39,42,36,23,675,147,42,402,423,43,608,23,64,3,37,570,6,50,11,39,42,36,23,675,147,42,402,423,43,608,195
87,95,113,42,4,5,30,674,486,398,218,10,390,391,23,64,37,17,66,40,95,113,42,4,5,30,674,486,398,218,10,390,391,23,64,37,17,66,40,478
579,253,659,10,489,566,21,674,285,293,297,478,37,461,146,478,40,315,199,10,253,659,10,489,566,21,674,285,293,297,478,37,461,146,478,40,315,199,10,4
37,30,37,674,67,29,21,43,500,170,21,35,5,53,23,675,497,68,478,54,30,37,674,67,29,21,43,500,170,21,35,5,53,23,675,497,68,478,54,194
40,582,63,10,383,35,64,42,40,674,285,293,297,478,43,519,7,40,607,606,582,63,10,383,35,64,42,40,674,285,293,297,478,43,519,7,40,607,606,23
23,675,27,65,40,309,293,218,501,157,36,43,180,337,10,5,53,25,69,9,675,27,65,40,309,293,218,501,157,36,43,180,337,10,5,53,25,69,9,62
10,563,64,17,37,68,364,246,21,53,23,675,142,301,674,237,508,42,96,128,563,64,17,37,68,364,246,21,53,23,675,142,301,674,237,508,42,96,128,91
285,357,297,43,109,126,93,116,128,36,21,29,675,285,357,297,40,9,12,62,357,297,43,109,126,93,116,128,36,21,29,675,285,357,297,40,9,12,62,24
21,29,675,17,65,53,36,4,39,29,29,31,10,624,18,21,35,11,29,297,29,675,17,65,53,36,4,39,29,29,31,10,624,18,21,35,11,29,297,430
42,4,64,504,10,589,15,238,5,53,23,675,4,39,29,29,31,43,10,69,4,64,504,10,589,15,238,5,53,23,675,4,39,29,29,31,43,10,69,44
65,44,39,63,53,25,69,675,549,608,42,79,116,121,70,40,208,7,303,142,44,39,63,53,25,69,675,549,608,42,79,116,121,70,40,208,7,303,142,127
2,21,60,25,69,8,53,7,39,69,9,3,2,38,6,25,67,29,21,39,21,60,25,69,8,53,7,39,69,9,3,2,38,6,25,67,29,21,39,69
42,210,207,42,369,428,36,43,39,13,674,476,269,42,8,9,16,30,32,29,210,207,42,369,428,36,43,39,13,674,476,269,42,8,9,16,30,32,29,17
97,40,39,63,53,21,29,675,423,426,281,292,36,545,182,68,559,6,42,10,40,39,63,53,21,29,675,423,426,281,292,36,545,182,68,559,6,42,10,341
5,31,403,13,451,34,11,674,73,74,107,83,72,97,42,436,520,68,388,433,31,403,13,451,34,11,674,73,74,107,83,72,97,42,436,520,68,388,433,21
583,56,674,392,7,238,32,35,478,11,35,13,30,19,5,675,285,357,297,68,56,674,392,7,238,32,35,478,11,35,13,30,19,5,675,285,357,297,68,478
545,35,29,9,3,37,572,9,65,35,674,2,290,42,539,68,377,62,39,5,35,29,9,3,37,572,9,65,35,674,2,290,42,539,68,377,62,39,5,61
62,21,5,395,545,297,538,476,269,10,4,39,29,29,31,68,343,32,35,5,21,5,395,545,297,538,476,269,10,4,39,29,29,31,68,343,32,35,5,53
33,36,23,675,297,630,40,8,5,35,8,61,27,678,676,671,42,285,293,297,36,23,675,297,630,40,8,5,35,8,61,27,678,676,671,42,285,293,297,478
61,6,40,39,63,53,21,29,675,504,10,297,478,30,32,29,17,66,674,285,6,40,39,63,53,21,29,675,504,10,297,478,30,32,29,17,66,674,285,357
9,63,407,21,35,5,64,61,6,40,366,22,53,23,675,402,423,42,169,545,63,407,21,35,5,64,61,6,40,366,22,53,23,675,402,423,42,169,545,371
56,44,674,427,279,42,481,293,297,478,10,501,157,9,62,38,69,39,491,36,44,674,427,279,42,481,293,297,478,10,501,157,9,62,38,69,39,491,36,564
623,215,42,134,151,144,151,36,23,41,675,147,42,501,157,36,43,101,94,97,215,42,134,151,144,151,36,23,41,675,147,42,501,157,36,43,101,94,97,40
68,335,11,532,5,36,13,65,64,441,134,151,42,146,40,104,97,126,91,94,335,11,532,5,36,13,65,64,441,134,151,42,146,40,104,97,126,91,94,93
43,674,79,116,121,70,37,303,332,68,135,512,23,64,17,37,43,652,323,40,674,79,116,121,70,37,303,332,68,135,512,23,64,17,37,43,652,323,40,257
65,39,5,45,37,46,37,68,597,56,64,29,56,40,36,43,39,13,674,27,39,5,45,37,46,37,68,597,56,64,29,56,40,36,43,39,13,674,27,6
36,21,29,675,147,36,43,529,291,43,21,35,57,21,39,13,35,57,61,5,21,29,675,147,36,43,529,291,43,21,35,57,21,39,13,35,57,61,5,628
22,13,62,5,246,400,40,39,63,392,383,21,35,13,65,64,153,636,10,5,13,62,5,246,400,40,39,63,392,383,21,35,13,65,64,153,636,10,5,53
357,315,199,42,529,428,36,23,675,417,614,102,128,109,122,325,249,600,233,600,315,199,42,529,428,36,23,675,417,614,102,128,109,122,325,249,600,233,600,541
30,10,674,402,423,40,43,470,637,168,36,21,60,6,9,675,2,38,6,25,10,674,402,423,40,43,470,637,168,36,21,60,6,9,675,2,38,6,25,285
500,170,21,35,5,53,23,675,497,68,478,54,194,23,497,68,674,114,91,497,170,21,35,5,53,23,675,497,68,478,54,194,23,497,68,674,114,91,497,592
183,579,253,659,10,489,566,21,674,285,293,297,478,37,461,146,478,40,315,199,579,253,659,10,489,566,21,674,285,293,297,478,37,461,146,478,40,315,199,10
69,39,134,483,36,57,674,29,37,7,651,450,40,39,32,35,36,57,674,478,39,134,483,36,57,674,29,37,7,651,450,40,39,32,35,36,57,674,478,11
36,40,646,65,29,357,315,199,10,287,53,32,35,5,53,23,675,501,157,40,40,646,65,29,357,315,199,10,287,53,32,35,5,53,23,675,501,157,40,194
478,42,400,10,183,63,59,23,5,279,297,40,43,667,232,279,674,313,431,279,42,400,10,183,63,59,23,5,279,297,40,43,667,232,279,674,313,431,279,674
17,65,53,36,586,57,564,29,17,37,42,39,5,497,68,478,54,194,23,29,65,53,36,586,57,564,29,17,37,42,39,5,497,68,478,54,194,23,29,56
297,53,36,674,290,43,498,279,53,36,3,36,61,5,37,540,7,64,567,42,53,36,674,290,43,498,279,53,36,3,36,61,5,37,540,7,64,567,42,357
276,36,23,675,53,29,43,341,146,29,31,42,178,11,400,441,517,36,674,534,36,23,675,53,29,43,341,146,29,31,42,178,11,400,441,517,36,674,534,238
445,182,9,62,679,445,182,42,421,636,42,545,182,392,389,68,21,39,13,35,182,9,62,679,445,182,42,421,636,42,545,182,392,389,68,21,39,13,35,23
11,64,625,10,4,63,53,25,69,36,21,29,675,147,36,43,529,291,43,21,64,625,10,4,63,53,25,69,36,21,29,675,147,36,43,529,291,43,21,35
5,3,37,43,38,69,39,167,174,36,21,60,6,9,686,365,19,65,64,674,3,37,43,38,69,39,167,174,36,21,60,6,9,686,365,19,65,64,674,628
53,25,69,675,17,6,5,6,17,37,68,499,510,23,64,297,253,10,680,676,25,69,675,17,6,5,6,17,37,68,499,510,23,64,297,253,10,680,676,326
326,331,42,297,430,265,423,588,429,40,61,65,44,680,326,201,279,297,622,297,331,42,297,430,265,423,588,429,40,61,65,44,680,326,201,279,297,622,297,473
27,42,23,44,62,21,19,43,674,17,17,36,395,7,29,528,664,42,4,64,42,23,44,62,21,19,43,674,17,17,36,395,7,29,528,664,42,4,64,504
40,426,35,5,64,285,357,57,277,5,37,356,5,53,23,675,402,423,36,43,426,35,5,64,285,357,57,277,5,37,356,5,53,23,675,402,423,36,43,549
64,674,628,44,65,64,674,298,32,35,57,62,7,64,167,174,40,43,674,493,674,628,44,65,64,674,298,32,35,57,62,7,64,167,174,40,43,674,493,372
29,13,620,479,21,39,5,134,483,36,57,674,38,69,39,476,269,36,57,674,13,620,479,21,39,5,134,483,36,57,674,38,69,39,476,269,36,57,674,38
427,145,219,505,279,133,444,183,579,253,659,10,489,566,21,674,285,293,297,478,145,219,505,279,133,444,183,579,253,659,10,489,566,21,674,285,293,297,478,37
65,64,553,5,285,357,57,5,53,23,675,27,6,39,64,37,17,42,61,6,64,553,5,285,357,57,5,53,23,675,27,6,39,64,37,17,42,61,6,39
677,326,221,40,333,44,23,17,37,43,423,341,40,285,357,10,419,69,36,5,326,221,40,333,44,23,17,37,43,423,341,40,285,357,10,419,69,36,5,64
385,674,288,310,137,19,69,57,674,666,222,42,395,385,674,299,558,352,647,19,674,288,310,137,19,69,57,674,666,222,42,395,385,674,299,558,352,647,19,69
69,36,21,29,675,39,9,32,29,9,62,674,163,63,53,21,29,675,285,357,36,21,29,675,39,9,32,29,9,62,674,163,63,53,21,29,675,285,357,297
64,37,17,66,36,39,62,674,38,17,36,57,478,11,35,5,15,53,23,675,37,17,66,36,39,62,674,38,17,36,57,478,11,35,5,15,53,23,675,4
36,85,126,110,86,73,113,10,635,9,65,53,21,29,675,2,342,285,43,658,85,126,110,86,73,113,10,635,9,65,53,21,29,675,2,342,285,43,658,10
2,38,6,59,32,35,290,68,545,35,29,9,3,37,572,9,65,35,674,2,38,6,59,32,35,290,68,545,35,29,9,3,37,572,9,65,35,674,2,290
57,82,87,97,42,9,9,64,676,445,182,9,62,679,445,182,42,421,636,42,82,87,97,42,9,9,64,676,445,182,9,62,679,445,182,42,421,636,42,545
130,188,37,570,67,65,35,5,53,23,675,17,65,9,62,680,326,636,23,44,188,37,570,67,65,35,5,53,23,675,17,65,9,62,680,326,636,23,44,62
65,35,674,2,290,42,539,68,377,62,39,5,61,6,40,21,35,11,29,3,35,674,2,290,42,539,68,377,62,39,5,61,6,40,21,35,11,29,3,37
498,279,53,36,3,36,61,5,37,540,7,64,567,42,357,315,199,42,529,428,279,53,36,3,36,61,5,37,540,7,64,567,42,357,315,199,42,529,428,36
21,35,5,39,5,42,37,239,22,36,23,675,504,10,474,261,679,151,491,475,35,5,39,5,42,37,239,22,36,23,675,504,10,474,261,679,151,491,475,142
427,145,279,297,36,43,674,138,292,42,499,510,36,57,674,309,285,111,126,78,145,279,297,36,43,674,138,292,42,499,510,36,57,674,309,285,111,126,78,42
63,68,674,38,6,28,549,195,10,217,31,378,13,29,56,30,15,40,164,67,68,674,38,6,28,549,195,10,217,31,378,13,29,56,30,15,40,164,67,39
232,63,131,16,29,485,527,43,101,78,95,71,107,39,37,17,66,44,9,63,63,131,16,29,485,527,43,101,78,95,71,107,39,37,17,66,44,9,63,407
61,6,39,541,68,387,479,21,674,17,42,268,40,512,29,25,29,17,37,10,6,39,541,68,387,479,21,674,17,42,268,40,512,29,25,29,17,37,10,27
479,36,23,675,399,222,42,411,9,62,674,459,627,59,284,523,39,38,674,652,36,23,675,399,222,42,411,9,62,674,459,627,59,284,523,39,38,674,652,444
682,683,674,131,158,40,43,409,249,279,674,402,423,279,674,367,351,279,39,38,683,674,131,158,40,43,409,249,279,674,402,423,279,674,367,351,279,39,38,42
22,65,10,4,64,9,62,36,23,675,285,293,43,293,38,57,42,37,11,9,65,10,4,64,9,62,36,23,675,285,293,43,293,38,57,42,37,11,9,62
30,21,3,2,21,60,25,69,285,42,293,30,9,62,3,37,452,68,9,15,21,3,2,21,60,25,69,285,42,293,30,9,62,3,37,452,68,9,15,674
62,679,445,182,42,421,636,42,545,182,392,389,68,21,39,13,35,23,55,61,679,445,182,42,421,636,42,545,182,392,389,68,21,39,13,35,23,55,61,6
35,51,21,5,36,23,41,675,501,157,59,394,456,43,184,35,146,636,10,275,51,21,5,36,23,41,675,501,157,59,394,456,43,184,35,146,636,10,275,7
581,341,541,42,685,205,152,131,10,545,182,156,415,68,37,32,35,5,53,23,341,541,42,685,205,152,131,10,545,182,156,415,68,37,32,35,5,53,23,675
126,68,23,64,146,40,195,9,65,35,11,53,21,29,675,649,479,440,157,263,68,23,64,146,40,195,9,65,35,11,53,21,29,675,649,479,440,157,263,518
40,43,285,357,43,5,53,25,69,675,17,6,5,6,17,37,68,499,510,23,43,285,357,43,5,53,25,69,675,17,6,5,6,17,37,68,499,510,23,64
24,674,149,279,297,42,285,293,42,54,40,229,208,68,583,56,64,481,293,83,674,149,279,297,42,285,293,42,54,40,229,208,68,583,56,64,481,293,83,128
291,23,64,17,37,674,529,291,21,39,5,17,37,674,53,29,43,650,291,23,23,64,17,37,674,529,291,21,39,5,17,37,674,53,29,43,650,291,23,64
43,147,36,57,427,279,285,293,10,301,602,490,40,183,65,24,674,149,279,297,147,36,57,427,279,285,293,10,301,602,490,40,183,65,24,674,149,279,297,42
